Priority,Research_Status,Category,Type,Has_Citation,Claim_ID,Research_Description,Full_Claim_Text,Suggested_Citation,BibTeX_Key,DOI_or_URL,Reference_Type,Research_Notes,File_Path,Line_Number,Scope,Existing_Citation_Format,Confidence
HIGH,completed,implementation,implementation,NO,CODE-IMPL-114,to dynamics model (attributed to: None),Add step method to dynamics model for simulation compatibility,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\controllers\factory.py,974,module:class:PSOControllerWrapper:function:_add_step_method_to_dynamics,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-115,names (attributed to: None),"Robustly call continuous‑time dynamics: xdot = f(x,u)",,,,,,src\controllers\mpc\mpc_controller.py,41,module:function:_call_f,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-117,None (attributed to: None),Compatibility import for MPC controller,,,,,,src\controllers\mpc_controller.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-118,None (attributed to: None),Sliding Mode Controllers for the double inverted pendulum system,,,,,,src\controllers\smc\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-119,None (attributed to: None),Adaptive sliding‑mode controller with online gain adaptation,,,,,,src\controllers\smc\adaptive_smc.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-120,None (attributed to: None),Validate that a suitable gain sequence has been provided,,,,,STRATEGIC_PHASE4: Utility function - pure implementation,src\controllers\smc\adaptive_smc.py,215,module:class:AdaptiveSMC:function:validate_gains,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-121,"named tuples are
    subclasses (attributed to: ``tuple``)","use named tuples are
    subclasses of ``tuple``",,,,,,src\controllers\smc\adaptive_smc.py,263,module:class:AdaptiveSMC:function:compute_control,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-122,None (attributed to: None),"Set dynamics model (for compatibility, not used in this implementation)",,,,,,src\controllers\smc\adaptive_smc.py,427,module:class:AdaptiveSMC:function:set_dynamics,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-123,is split into (attributed to: None),SMC Algorithms Package,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\controllers\smc\algorithms\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-124,Package (attributed to: None),Adaptive SMC Algorithm Package,,,,,,src\controllers\smc\algorithms\adaptive\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-125,None (attributed to: None),Adaptive Gain Update Laws for Adaptive SMC,,,,,,src\controllers\smc\algorithms\adaptive\adaptation_law.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-126,None (attributed to: None),Online gain adaptation for Adaptive SMC,,,,,,src\controllers\smc\algorithms\adaptive\adaptation_law.py,21,module:class:AdaptationLaw,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-127,None (attributed to: None),Update adaptive gain using adaptation law,,,,,,src\controllers\smc\algorithms\adaptive\adaptation_law.py,83,module:class:AdaptationLaw:function:update_gain,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-128,None (attributed to: None),Type-safe configuration for Adaptive SMC controller,,,,,,src\controllers\smc\algorithms\adaptive\config.py,18,module:class:AdaptiveSMCConfig,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-129,None (attributed to: None),Validate gain vector according to adaptive SMC theory,,,,,,src\controllers\smc\algorithms\adaptive\config.py,52,module:class:AdaptiveSMCConfig:function:_validate_gains,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-130,"Adaptive Sliding Mode Control using composed components:
- LinearSlidingSurface: Surface computation
- AdaptationLaw: Online gain adjustment
- UncertaintyEstimator: Disturbance bound estimation
- SwitchingFunction: Smooth chattering reduction

Replaces the monolithic 427-line controller with composition (attributed to: focused modules)","Implements Adaptive Sliding Mode Control using composed components:
- LinearSlidingSurface: Surface computation
- AdaptationLaw: Online gain adjustment
- UncertaintyEstimator: Disturbance bound estimation
- SwitchingFunction: Smooth chattering reduction

Replaces the monolithic 427-line controller w...",,,,,,src\controllers\smc\algorithms\adaptive\controller.py,1,module,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-131,None (attributed to: None),Compute adaptive SMC control law,,,,,,src\controllers\smc\algorithms\adaptive\controller.py,76,module:class:ModularAdaptiveSMC:function:compute_control,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-132,online estimation (attributed to: system uncertainties and disturbance bounds),Implements online estimation of system uncertainties and disturbance bounds,,,,,,src\controllers\smc\algorithms\adaptive\parameter_estimation.py,1,module,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-133,None (attributed to: None),Update uncertainty estimate based on sliding surface behavior,,,,,,src\controllers\smc\algorithms\adaptive\parameter_estimation.py,64,module:class:UncertaintyEstimator:function:update_estimate,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-134,for tests (attributed to: None),Compatibility method for tests - maps to update_estimate with surface derivative,,,,,STRATEGIC_PHASE4: Testing utility - pure implementation,src\controllers\smc\algorithms\adaptive\parameter_estimation.py,181,module:class:UncertaintyEstimator:function:update_estimates,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-135,None (attributed to: None),Update parameter estimates using RLS algorithm,,,,,,src\controllers\smc\algorithms\adaptive\parameter_estimation.py,250,module:class:ParameterIdentifier:function:update_parameters,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-136,Package (attributed to: None),Classical SMC Algorithm Package,,,,,,src\controllers\smc\algorithms\classical\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-137,boundary layer method for chattering reduction (attributed to: sliding mode control),Implements boundary layer method for chattering reduction in sliding mode control,,,,,,src\controllers\smc\algorithms\classical\boundary_layer.py,1,module,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-138,None (attributed to: None),Boundary layer implementation for chattering reduction,,,,,,src\controllers\smc\algorithms\classical\boundary_layer.py,23,module:class:BoundaryLayer,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-139,None (attributed to: None),Initialize boundary layer,,,,,,src\controllers\smc\algorithms\classical\boundary_layer.py,31,module:class:BoundaryLayer:function:__init__,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-140,None (attributed to: None),Configuration Schema for Classical SMC,,,,,,src\controllers\smc\algorithms\classical\config.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-141,None (attributed to: None),Type-safe configuration for Classical SMC controller,,,,,,src\controllers\smc\algorithms\classical\config.py,19,module:class:ClassicalSMCConfig,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-143,None (attributed to: None),Modular Classical SMC Controller,,,,,,src\controllers\smc\algorithms\classical\controller.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-144,"Hybrid Sliding Mode Control that intelligently
switches between multiple SMC algorithms based on system conditions:

- Controller: Main orchestration with intelligent switching
- SwitchingLogic: Decision-making logic for controller selection
- Configuration: Type-safe parameter configuration for hybrid operation

This provides optimal performance (attributed to: selecting the most appropriate SMC algorithm)","implementation of Hybrid Sliding Mode Control that intelligently
switches between multiple SMC algorithms based on system conditions:

- Controller: Main orchestration with intelligent switching
- SwitchingLogic: Decision-making logic for controller selection
- Configuration: Type-safe parameter con...",,,,,,src\controllers\smc\algorithms\hybrid\__init__.py,1,module,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-145,None (attributed to: None),Configuration Schema for Hybrid SMC,,,,,,src\controllers\smc\algorithms\hybrid\config.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-146,None (attributed to: None),Get list of active controller types based on hybrid mode,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\controllers\smc\algorithms\hybrid\config.py,216,module:class:HybridSMCConfig:function:get_active_controllers,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-147,None (attributed to: None),Check if switching is allowed based on minimum switching time,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\controllers\smc\algorithms\hybrid\config.py,255,module:class:HybridSMCConfig:function:is_switching_allowed,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-148,None (attributed to: None),Modular Hybrid SMC Controller,,,,,,src\controllers\smc\algorithms\hybrid\controller.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-149,based on current (attributed to: None),Modular Hybrid SMC using intelligent switching between multiple controllers,,,,,,src\controllers\smc\algorithms\hybrid\controller.py,66,module:class:ModularHybridSMC,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-150,None (attributed to: None),Initialize individual SMC controllers based on hybrid mode,,,,,,src\controllers\smc\algorithms\hybrid\controller.py,112,module:class:ModularHybridSMC:function:_initialize_controllers,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-151,None (attributed to: None),Compute hybrid SMC control law,,,,,,src\controllers\smc\algorithms\hybrid\controller.py,140,module:class:ModularHybridSMC:function:compute_control,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-152,None (attributed to: None),Hybrid Switching Logic for Multi-Controller SMC,,,,,,src\controllers\smc\algorithms\hybrid\switching_logic.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-153,None (attributed to: None),Intelligent switching logic for hybrid SMC controllers,,,,,,src\controllers\smc\algorithms\hybrid\switching_logic.py,47,module:class:HybridSwitchingLogic,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-154,None (attributed to: None),Evaluate switching based on sliding surface magnitude,,,,,,src\controllers\smc\algorithms\hybrid\switching_logic.py,210,module:class:HybridSwitchingLogic:function:_evaluate_surface_magnitude_switching,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-155,None (attributed to: None),Evaluate switching based on control effort,,,,,,src\controllers\smc\algorithms\hybrid\switching_logic.py,265,module:class:HybridSwitchingLogic:function:_evaluate_control_effort_switching,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-156,None (attributed to: None),Evaluate switching based on tracking error,,,,,STRATEGIC_PHASE4: Error handling - pure implementation,src\controllers\smc\algorithms\hybrid\switching_logic.py,291,module:class:HybridSwitchingLogic:function:_evaluate_tracking_error_switching,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-157,None (attributed to: None),Evaluate switching based on adaptation rate (for adaptive controllers),,,,,,src\controllers\smc\algorithms\hybrid\switching_logic.py,319,module:class:HybridSwitchingLogic:function:_evaluate_adaptation_rate_switching,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-158,None (attributed to: None),Evaluate switching based on comprehensive performance index,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\controllers\smc\algorithms\hybrid\switching_logic.py,343,module:class:HybridSwitchingLogic:function:_evaluate_performance_index_switching,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-159,None (attributed to: None),Evaluate switching based on time (round-robin or scheduled switching),,,,,,src\controllers\smc\algorithms\hybrid\switching_logic.py,381,module:class:HybridSwitchingLogic:function:_evaluate_time_based_switching,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-160,None (attributed to: None),Update learned switching thresholds based on decision outcomes,,,,,,src\controllers\smc\algorithms\hybrid\switching_logic.py,436,module:class:HybridSwitchingLogic:function:_update_learned_thresholds,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-161,Package (attributed to: None),Super-Twisting SMC Algorithm Package,,,,,,src\controllers\smc\algorithms\super_twisting\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-162,None (attributed to: None),Configuration Schema for Super-Twisting SMC,,,,,,src\controllers\smc\algorithms\super_twisting\config.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-163,theory (attributed to: None),Type-safe configuration for Super-Twisting SMC controller,,,,,,src\controllers\smc\algorithms\super_twisting\config.py,23,module:class:SuperTwistingSMCConfig,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-164,None (attributed to: None),Validate gain vector according to Super-Twisting theory,,,,,,src\controllers\smc\algorithms\super_twisting\config.py,62,module:class:SuperTwistingSMCConfig:function:_validate_gains,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-165,None (attributed to: None),Modular Super-Twisting SMC Controller,,,,,,src\controllers\smc\algorithms\super_twisting\controller.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-166,None (attributed to: None),Compute Super-Twisting SMC control law,,,,,,src\controllers\smc\algorithms\super_twisting\controller.py,71,module:class:ModularSuperTwistingSMC:function:compute_control,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-167,None (attributed to: None),Vectorized feasibility check for super‑twisting SMC gains,,,,,,src\controllers\smc\algorithms\super_twisting\controller.py,248,module:class:ModularSuperTwistingSMC:function:validate_gains,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-168,interface for compatibility (attributed to: None),Reset controller state (interface compliance),Levant (2003),levant2003higher,10.1080/0020717031000099029,journal,CORRECTED: Was Goldberg (genetic) → Levant (super-twisting),src\controllers\smc\algorithms\super_twisting\controller.py,315,module:class:ModularSuperTwistingSMC:function:reset,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-169,None (attributed to: None),Estimate convergence properties,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\controllers\smc\algorithms\super_twisting\controller.py,375,module:class:ModularSuperTwistingSMC:function:get_convergence_estimate,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-170,Implementation (attributed to: None),Super-Twisting Algorithm Implementation,,,,,,src\controllers\smc\algorithms\super_twisting\twisting_algorithm.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-171,None (attributed to: None),Core Super-Twisting sliding mode algorithm,,,,,,src\controllers\smc\algorithms\super_twisting\twisting_algorithm.py,23,module:class:SuperTwistingAlgorithm,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-172,None (attributed to: None),Initialize Super-Twisting algorithm,,,,,,src\controllers\smc\algorithms\super_twisting\twisting_algorithm.py,32,module:class:SuperTwistingAlgorithm:function:__init__,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-173,None (attributed to: None),Compute switching function sign(s) with smooth approximation,Levant (2003),levant2003higher,10.1080/0020717031000099029,journal,CORRECTED: Was Goldberg (genetic) → Levant (super-twisting),src\controllers\smc\algorithms\super_twisting\twisting_algorithm.py,121,module:class:SuperTwistingAlgorithm:function:_compute_switching_function,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-174,internal state (attributed to: None),Reset algorithm internal state,Levant (2003),levant2003higher,10.1080/0020717031000099029,journal,CORRECTED: Was Goldberg (genetic) → Levant (super-twisting),src\controllers\smc\algorithms\super_twisting\twisting_algorithm.py,146,module:class:SuperTwistingAlgorithm:function:reset_state,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-175,state for logging (attributed to: None),Get current algorithm state for logging/debugging,Levant (2003),levant2003higher,10.1080/0020717031000099029,journal,CORRECTED: Was Goldberg (genetic) → Levant (super-twisting),src\controllers\smc\algorithms\super_twisting\twisting_algorithm.py,271,module:class:SuperTwistingAlgorithm:function:get_state_dict,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-178,six gains (attributed to: the order),uses six gains in the order,,,,,,src\controllers\smc\classic_smc.py,282,module:class:ClassicalSMC:function:validate_gains,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-179,None (attributed to: None),Compute the control input for the classical SMC,,,,,,src\controllers\smc\classic_smc.py,413,module:class:ClassicalSMC:function:compute_control,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-180,is provided for (attributed to: None),Reset ClassicalSMC controller state,,,,,,src\controllers\smc\classic_smc.py,488,module:class:ClassicalSMC:function:reset,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-181,None (attributed to: None),Equivalent Control Computation for SMC Controllers,,,,,,src\controllers\smc\core\equivalent_control.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-182,regularization_alpha (attributed to: None),Initialize equivalent control computation,,,,,,src\controllers\smc\core\equivalent_control.py,35,module:class:EquivalentControl:function:__init__,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-183,None (attributed to: None),Centralized gain validation for all SMC controller types,,,,,,src\controllers\smc\core\gain_validation.py,45,module:class:SMCGainValidator,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-184,None (attributed to: None),Sliding Surface Calculations for SMC Controllers,,,,,,src\controllers\smc\core\sliding_surface.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-185,None (attributed to: None),Linear sliding surface for conventional SMC,,,,,,src\controllers\smc\core\sliding_surface.py,46,module:class:LinearSlidingSurface,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-186,for test interface (attributed to: None),Compatibility method for test interface - alias for compute(),Utkin (1977),utkin1977variable,10.1109/TAC.1977.1101446,journal,CORRECTED: Was Camacho (MPC) → Utkin (SMC),src\controllers\smc\core\sliding_surface.py,132,module:class:LinearSlidingSurface:function:compute_surface,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-187,None (attributed to: None),Higher-order sliding surface for Super-Twisting and advanced SMC,,,,,,src\controllers\smc\core\sliding_surface.py,180,module:class:HigherOrderSlidingSurface,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-188,None (attributed to: None),Compute higher-order sliding surface (simplified implementation),,,,,,src\controllers\smc\core\sliding_surface.py,213,module:class:HigherOrderSlidingSurface:function:compute,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-189,None (attributed to: None),Available switching function methods,Utkin (1977),utkin1977variable,10.1109/TAC.1977.1101446,journal,CORRECTED: Was Camacho (MPC) → Utkin (SMC),src\controllers\smc\core\switching_functions.py,22,module:class:SwitchingMethod,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-190,None (attributed to: None),Initialize switching function,Utkin (1977),utkin1977variable,10.1109/TAC.1977.1101446,journal,CORRECTED: Was Camacho (MPC) → Utkin (SMC),src\controllers\smc\core\switching_functions.py,38,module:class:SwitchingFunction:function:__init__,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-191,None (attributed to: None),Get the appropriate switching function implementation,Utkin (1977),utkin1977variable,10.1109/TAC.1977.1101446,journal,CORRECTED: Was Camacho (MPC) → Utkin (SMC),src\controllers\smc\core\switching_functions.py,56,module:class:SwitchingFunction:function:_get_switching_function,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-192,chattering (attributed to: practice),uses chattering in practice,,,,,,src\controllers\smc\core\switching_functions.py,148,module:class:SwitchingFunction:function:_sign_switching,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-193,None (attributed to: None),Compute derivative of switching function,,,,,,src\controllers\smc\core\switching_functions.py,199,module:class:SwitchingFunction:function:get_derivative,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-194,None (attributed to: None),Hyperbolic tangent switching function with optimized slope,,,,,,src\controllers\smc\core\switching_functions.py,229,module:function:tanh_switching,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-195,chattering (attributed to: real systems),uses chattering in real systems,,,,,,src\controllers\smc\core\switching_functions.py,270,module:function:sign_switching,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-196,None (attributed to: None),Adaptive boundary layer thickness based on surface derivative,,,,,,src\controllers\smc\core\switching_functions.py,297,module:function:adaptive_boundary_layer,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-198,None (attributed to: None),Compute tapering factor for adaptive gain growth,,,,,,src\controllers\smc\hybrid_adaptive_sta_smc.py,385,module:class:HybridAdaptiveSTASMC:function:_compute_taper_factor,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-199,None (attributed to: None),Compute the sliding surface value s,,,,,,src\controllers\smc\hybrid_adaptive_sta_smc.py,397,module:class:HybridAdaptiveSTASMC:function:_compute_sliding_surface,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-201,None (attributed to: None),Numba‑accelerated core of the Super‑Twisting SMC,,,,,,src\controllers\smc\sta_smc.py,35,module:function:_sta_smc_control_numba,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-204,for saturated sign (attributed to: None),Initialize a Super‑Twisting Sliding Mode Controller,,,,,,src\controllers\smc\sta_smc.py,195,module:class:SuperTwistingSMC:function:__init__,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-205,the sliding surface is a linear combination (attributed to: state),use the sliding surface is a linear combination of state,,,,,,src\controllers\smc\sta_smc.py,391,module:class:SuperTwistingSMC:function:validate_gains,,0.6
HIGH,completed,implementation,implementation,NO,CODE-IMPL-206,None (attributed to: None),Return a copy of the gains used to configure this controller,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\controllers\smc\sta_smc.py,438,module:class:SuperTwistingSMC:function:gains,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-207,"in control
literature (attributed to: None)",Compute the model‑based equivalent control ``u_eq`` using Tikhonov regularisation,,,,,,src\controllers\smc\sta_smc.py,513,module:class:SuperTwistingSMC:function:_compute_equivalent_control,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-208,None (attributed to: None),Compatibility import for Super-Twisting SMC controller,,,,,,src\controllers\sta_smc.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-209,None (attributed to: None),Swing-up SMC controller compatibility module,,,,,,src\controllers\swing_up_smc.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-210,None (attributed to: None),Compatibility import module for vector simulation functionality,,,,,,src\core\vector_sim.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-211,None (attributed to: None),Compatibility import for fault detection system,,,,,,src\fault_detection\__init__.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-213,None (attributed to: None),Estimate test coverage for a domain (simplified implementation),,,,,STRATEGIC_PHASE4: Testing utility - pure implementation,src\integration\compatibility_matrix.py,315,module:class:CompatibilityMatrix:function:_estimate_domain_test_coverage,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-214,None (attributed to: None),Assess overall production readiness based on compatibility analysis,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\integration\compatibility_matrix.py,637,module:class:CompatibilityMatrix:function:_assess_production_readiness,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-215,None (attributed to: None),Get production recommendation based on status,,,,,,src\integration\compatibility_matrix.py,662,module:class:CompatibilityMatrix:function:_get_production_recommendation,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-216,None (attributed to: None),Convert dataclass to dictionary (simplified implementation),,,,,STRATEGIC_PHASE4: Utility function - pure implementation,src\integration\compatibility_matrix.py,672,module:function:asdict,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-217,None (attributed to: None),Calculate testing component score based on pytest results,,,,,STRATEGIC_PHASE4: Testing utility - pure implementation,src\integration\production_readiness.py,328,module:class:ProductionReadinessScorer:function:_calculate_testing_score,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-218,None (attributed to: None),Determine production readiness level based on score and gate status,,,,,,src\integration\production_readiness.py,542,module:class:ProductionReadinessScorer:function:_determine_readiness_level,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-219,None (attributed to: None),Analyze improvement trend based on historical data,,,,,,src\integration\production_readiness.py,617,module:class:ProductionReadinessScorer:function:_analyze_improvement_trend,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-220,types (attributed to: None),Compression algorithm types,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\interfaces\data_exchange\data_types.py,42,module:class:CompressionType,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-221,None (attributed to: None),Check if message has expired based on TTL,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\interfaces\data_exchange\data_types.py,170,module:class:DataMessage:function:is_expired,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-222,None (attributed to: None),Automatically select best serializer based on data analysis,,,,,STRATEGIC_PHASE1: Implementation pattern (serialization) - no citation needed,src\interfaces\data_exchange\factory.py,100,module:class:SerializerFactory:function:auto_select_serializer,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-223,None (attributed to: None),Internal serializer creation implementation,,,,,STRATEGIC_PHASE1: Implementation pattern (serialization) - no citation needed,src\interfaces\data_exchange\factory.py,156,module:class:SerializerFactory:function:_create_serializer_impl,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-224,None (attributed to: None),RESILIENT Factory for serializers and data exchange components,,,,,STRATEGIC_PHASE1: Implementation pattern (serialization) - no citation needed,src\interfaces\data_exchange\factory_resilient.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-225,None (attributed to: None),Implementation of serializer creation,,,,,STRATEGIC_PHASE1: Implementation pattern (serialization) - no citation needed,src\interfaces\data_exchange\factory_resilient.py,247,module:class:ResilientSerializerFactory:function:_create_serializer_impl,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-226,None (attributed to: None),Check if data is valid according to this schema,,,,,,src\interfaces\data_exchange\schemas.py,416,module:class:DataSchema:function:is_valid,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-227,None (attributed to: None),Servo motor actuator implementation,,,,,,src\interfaces\hardware\actuators.py,314,module:class:ServoActuator,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-228,None (attributed to: None),Stepper motor actuator implementation,,,,,,src\interfaces\hardware\actuators.py,634,module:class:StepperMotor,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-229,None (attributed to: None),Pneumatic actuator implementation,,,,,,src\interfaces\hardware\actuators.py,808,module:class:PneumaticActuator,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-230,None (attributed to: None),National Instruments DAQ interface implementation,,,,,,src\interfaces\hardware\daq_systems.py,293,module:class:NIDAQInterface,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-231,None (attributed to: None),Generic ADC interface implementation,,,,,,src\interfaces\hardware\daq_systems.py,572,module:class:AdcInterface,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-232,None (attributed to: None),Base implementation of DeviceDriver with common functionality,,,,,,src\interfaces\hardware\device_drivers.py,428,module:class:BaseDevice,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-233,None (attributed to: None),Hardware interface factory for creating device drivers,,,,,,src\interfaces\hardware\factory.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-234,None (attributed to: None),Analog sensor implementation for continuous value measurements,,,,,,src\interfaces\hardware\sensors.py,218,module:class:AnalogSensor,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-235,None (attributed to: None),Digital sensor implementation for binary state measurements,,,,,,src\interfaces\hardware\sensors.py,359,module:class:DigitalSensor,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-236,None (attributed to: None),Inertial Measurement Unit sensor implementation,,,,,,src\interfaces\hardware\sensors.py,521,module:class:IMUSensor,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-237,None (attributed to: None),Modbus RTU/TCP device implementation,,,,,,src\interfaces\hardware\serial_devices.py,255,module:class:ModbusDevice,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-238,None (attributed to: None),CAN bus device implementation,,,,,,src\interfaces\hardware\serial_devices.py,543,module:class:CANDevice,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-239,None (attributed to: None),Linear plant model implementation,,,,,,src\interfaces\hil\simulation_bridge.py,183,module:class:LinearPlantModel,,0.65
